Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1956,,,,,,,,5/9/1905,Drawing,"Pen and ink drawing of the Old Bank house in Niagara-on-the-Lake (first Bank of Upper Canada building) by J. G. Williams, dated 1956.Located at the corner of King Street and Front Street, facing the Queen's Royal Park and the Niagara River. It was the First Bank of Upper Canada, built in 1817, then passed into several different transitions and owners including Lewis Shickluna (1854 to 1873) a local ship builder. Currently it is a Bed and Breakfast Inn.John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991076.jpg,,991.076,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991076.jpg,,"Yellow House, Bank House, First Bank of Upper Canada, First Bank in Niagara, Old Bank House",
1956,,,,,,,,5/9/1905,Drawing:Ink,"Pencil drawing of the ""Cottage of Miss Rye's School for Girls"" by J. G. Williams dated 1956.Also known as Cameron-Farren House or Cameron Cottage. Built in 1817 it is a single storey home with archaded detail similiar to the ""Western Home for Girls"" located near by. The home was originally built for the Widow Cameron and is an example of a Neo-Classic Georgian Cottage. An expansion in the back was added in 1860 which included a summer kitchen. In 1871 the building was purchased by Mrs Rye's Western Home for Girl's. The Western Home was in operation from 1869 thru 1895 when the institution was transfered to the Church of England Waife and Stray's Society which stayed in operation until 1913. The main Western Home was demolisted around 1914. The cottage was used by the Polish Army during WWI while training at Niagara Camp. A long period of dereliction left only the cottage portion of the house remaining. The current owner has done extensive restoration which includes a new addition to the back of the original cottage. The house is located at 708 King Street. The perspective is from the corner of King and Cottage Street, facing south-east.John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991094.jpg,,991.094,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991094.jpg,,"Cameron-Farren House, Cameron Cottage, Western Home for Girls, Polish Soldiers, Niagara Camp, First World War",
1956,,,,,,,,5/9/1905,Drawing:Ink,"Pen and Ink Drawing called Early School by J. G. Williams.This school was known as Miss Young's School and the Chapman House. It is located on King St between Paffard Street and Cottage Street on the outer fringe of town (630 King Street). The house was built by George Young, master carpenter of Fort George, in 1816. It is a log dwelling, now covered with a wood siding. The original form of the building remains with the centre chimney stack in place. It was used as a school by Miss Young around 1825, believed to be closer to a private tutorship. The drawing was done from King St. looking south-east towards the house.John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991096.jpg,,991.096,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991096.jpg,,"Miss Young's School, Chapman House",
1956,,,,,,,,5/9/1905,Drawing:Pencil Sketch,"Pencil drawing of the ""Cottage of Miss Rye's School for Girls"" by J. G. Williams dated 1956.Also known as Cameron-Farren House or Cameron Cottage. Built in 1817 it is a single storey home with archaded detail similiar to the ""Western Home for Girls"" located near by. The home was originally built for the Widow Cameron and is an example of a Neo-Classic Georgian Cottage. An expansion in the back was added in 1860 which included a summer kitchen. In 1871 the building was purchased by Mrs Rye's Western Home for Girl's. The Western Home was in operation from 1869 thru 1895 when the institution was transfered to the Church of England Waife and Stray's Society which stayed in operation until 1913. The main Western Home was demolisted around 1914. The cottage was used by the Polish Army during WWI while training at Niagara Camp. A long period of dereliction left only the cottage portion of the house remaining. The current owner has done extensive restoration which includes a new addition to the back of the original cottage. The house is located at 708 King Street. The perspective is from the corner of King Street and Cottage Street, facing south-east.John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991071.jpg,,991.071,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991071.jpg,,"Cameron-Farren House, Cameron Cottage, Western Home for Girls, Polish Soldiers, Niagara Camp, First World War",
1956,,,,,,,,5/9/1905,Print,"Pen and ink sketch of St. Mark's Church from the south side. This drawing differs greatly from another in the collection of some 130 years earlier, including the absence of the steeple, showing the transformation of the building. A very nice illustration of this solid and charming old church.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/991726.jpg,,991.726,https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/thumbs/991726.jpg,,,
1955,,,,,,,,5/8/1905,"Patch, Insignia","The World Boy Scout Jamboree of 1955 was held at the Niagara Commons, formerly the Fort George Military Reserve. It took place on the hottest days of August of that year when 11,000 Scouts from 68 countries converged on this historic area. ""Jamboree"" is a Zulu word, meaning ""happy gathering"", and this was the first one to be held outside of Europe - hence, the motto: ""New Horizons"".Lady Baden Powell, widow of the Founder, was in attendance at the opening ceremonies. The Commons, as well the adjoining oak grove, was filled with tents and the hustle and bustle was exciting to behold.This badge was given to each participant.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/2005002001.jpg,,2005.002.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/thumbs/2005002001.jpg,,"Boy Scout Jamboree, New Horizons, Commons, Fort George Military Reserve8th World Jamboree",
1955,,,,,,,,5/8/1905,Blanket,"This brown blanket features 64 badges from the various countries that attended the 1955 World Boy Scout Jamboree held in Niagara-on-the-Lake. The blanket was made by Peter Vaculik, who attended the Jamboree from the country of Jamaica. The Jamboree of 1955 was the first to be held outside Europe. For 10 days in August,11,058 campers from 68 different nations and 250,000 spectators attended the various events and ceremonies. Scouts were kept busy learning new skills and maintaining their campsites. Groups of scouts in chartered buses also visited various tourist sites in the Niagara Peninsula.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2005028007.jpg,,2005.028.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/thumbs/2005028007.jpg,,"Boy Scouts Jamboree, Boy Scouts, Blanket, Patches",
1955,,,,,,,,5/8/1905,Bicycle,"This bicycle was ridden by Israel Valderrama on his nine and a half month trip from his home town of Barranquilla, Columbia to Niagara-on-the-Lake for the 8th World Scouting Jamborree. The then twenty-year-old Valderrama rode for twenty five thousand kilometers and passed through ten countries on the Pamamerican Highway. Six bikes were used in total. This bike was the final one used on the trip, purchased in San Fransisco. It is painted red with chrome hardware, a leather seat and rubber handles. The name ""Hercules Cycle and Motor Co., Britania Wks. Birmingham"" is stamped on the front, and ""Falcon"" is painted on the rear axel. It is 95 cm in height, 39.4 cm in width, and 168.5 cm in length.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/007/2010022001.jpg,,2010.022.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/007/thumbs/2010022001.jpg,,"1955 Scout Jamboree, Scout, Jamboree, Commons, World Scout Jamboree, Transportation",
1955,,,,,,,,5/8/1905,Pennant,"This felt pennant is from the World Boy Scout Jamboree which was held in Niagara-on-the-Lake in 1955. The Jamboree of 1955 was the first to be held outside Europe. For 10 days in August,11,058 campers from 68 different nations and 250,000 spectators attended the various events and ceremonies. Scouts were kept busy learning new skills and maintaining their campsites. Groups of scouts in chartered buses also visited various tourist sites in the Niagara Peninsula. Lady Baden Powell, widow of the Founder, was in attendance at the opening ceremonies. The Commons, as well the adjoining oak grove, was filled with tents and the hustle and bustle was exciting to behold",https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/2012019001.jpg,,2012.019.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/thumbs/2012019001.jpg,,,
1955,,,,,,,,5/8/1905,Painting:Watercolour,"A Watercolour painting of Queen Street, depicting the cenotaph. Girl Guides and Boy Scouts in the left foreground. Attributed to Margaret Peake Benton. Circa 1955.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014001013.jpg,,2014.001.013,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/2014001013.jpg,,"Watercolour, Painting Paint, Art Artist",
1955,,,,,,,,5/8/1905,Print,A landscape sketch in pencil or charcoal of a house and trees on lightly toned paper. The print is dated 1955 by J. Williams.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/991725.jpg,,991.725,https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/thumbs/991725.jpg,,,
1955,,,,,,,,5/8/1905,Booklet,"Official Jamboree Souvenir Photographs -Boy Scout Eighth World Jamboree, Niagara-on-the-Lake Ontario 1955.The first World Boy Scout Jamboree was held in 1920 in the United Kingdom. They are generally held every four years. The Jamboree of 1955 was the first to be held outside Europe. For 10 days in August 11,058 campers from 68 different nations and 250,000 spectators attended the various events and ceremonies. Scouts were kept busy learning new skills and maintaining their campsites. Groups of scouts in chartered buses also visited various tourist sites in the Niagara Peninsula. Niagara-on-the-Lake was town of 1,200 at this time, it was a real bonanza for the local merchants, Parliament Oak Public School was turned into a hospital by the Ministry of Defence. The cost of the event was covered by a $50,000 government grant and a $30 fee from each scout. The photographs in the booklet include:An aerial photograph of the campsite. The Niagara River and Fort Niagara are in the top right, St Vincent de Paul is in the top middle, Various photographs of trips to Fort George, the Floral Clock and Brock's MonumentVarious National Contingents.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/2005027002.jpg,,2005.027.002,https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/thumbs/2005027002.jpg,,"Boy Scout Eighth World Jamboree, Parliament Oak Public School, Fort George, Brock's Monument, Boy Scouts",
1955,,,,,,,,5/8/1905,Drawing:Pencil Sketch,"Pencil Drawing of the Stewart House by J. G. Williams dated 1955.The Stewart House is named after the first inhabitant and builder Alexander Stewart and dates from the 1830's. It is a Loyalist or Neo-Classical style with red brick arcading. There is a lack of the arcading detail in the sketch. A wing was added in 1860 to move the kitchen from the basement. In the sketch there is a barrel vaulted portico over the front entrance which matches the arch of the fan light over the door and the arched brickwork on the front of the house. This portico has been replaced by a gabled portico supported by columns. John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991085.jpg,,991.085,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991085.jpg,,Stewart House,
1955,,,,,,,,5/8/1905,Map,"Old Romance Map of Historical Niagara-on-the-Lake. ""Where Canada Began.""An historical sight-seeing map, copyright 1955, notes most of the local heritage sites including Fort George (built 1799, reconstructed in the 1930's), Fort Mississauga (built 1816), St. Mark's Church (built 1805, rebuilt 1843), St. Andrew's Presbyterian Church (built 1796, rebuilt 1831). The map also includes some sights that do not exist anymore, Riverside Hotel (also known as Lakeview Hotel), Old Tannery, Old Candle Factory. Also note current buildings which are yet to be built, Shaw Festival Theatre (built 1973), Queens Landing Hotel (built 1990), and the Pillar and Post Inn (from a converted canning factory, additionsl rooms added 1972).",https://s3.amazonaws.com/pastperfectonline/images/museum_74/023/996007.jpg,,996.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/023/thumbs/996007.jpg,,"Riverside Hotel, Lakeview Hotel, Old Tannery, Old Candle Factory, Shaw Festival Theatre, Pillar and Post Inn, Queen's Landing Hotel",
1955,,,,,,,,5/8/1905,Postcard,"Black & white photograph postcard of ice jam in Niagara on the Lake. Shows dock and Ferry Terminal building with lighthouse behind and ice jam build-up. Message written in white ink on front reads: ""March - Niagara on the Lake - 1955"". Reverse is blank.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2009033010.jpg,,2009.033.010,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2009033010.jpg,,"Basin, Lighthouse, Range Finder, Boathouses, Boat Houses Ice Jam, Winter",
1955,,,,,,,,5/8/1905,Postcard,"Black & white photograph postcard of ice jam in Niagara River. Anchor Marine commercial building with ice jam build-up behind. Message written in blue ink on reverse: ""T. Le Doux in front of Anchor Marine & Hot Dog Stand - Niagara River ice jam March 23 - April 3 1955"".",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2009033011.jpg,,2009.033.011,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2009033011.jpg,,"Train tracks, Wharf, Basin, Ice Jam",
1955,,,,,,,,5/8/1905,Postcard,"Black and white photograph postcard of ice jam in Niagara River. Message written in blue ink on reverse: ""Looking up Niagara River to Queenston Power House from Queenston-Lewiston Bridge. Ice Jam March 23 - April 3, 1955"".",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2009033012.jpg,,2009.033.012,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2009033012.jpg,,"Adam Beck Generating Station, Queenston, Lewiston, Gorge",
1955,,,,,,,,5/8/1905,Postcard,"Black and white photograph postcard of ice jam in Niagara River. Message written in blue ink on reverse: ""Looking down Niagara River. Town of Lewiston, N.Y. on right. Ice Jam March 23 - till April 3, 1955.""",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2009033013.jpg,,2009.033.013,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2009033013.jpg,,"Queenston, Lewiston",
1955,,,,,,,,5/8/1905,Postcard,"Black & white photograph postcard of ice jam in Niagara River. Front title (in white) reads, ""March Niagara-on-the-Lake, 1955"". No message on reverse - unsent.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2009033014.jpg,,2009.033.014,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2009033014.jpg,,,
1955,,,,,,,,5/8/1905,"Print, Photographic","A series of photographs that were taken at the 1955 World Jamboree, which was held in Niagara-on-the-Lake on The Commons. The images show the campsites and people. Some of the photographs taken at the 1955 Jamboree may include negative depictions and/or mistreatment of cultures. These stereotypes were wrong then and are wrong now.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/2011006026(ak).jpg,,2011.006.026(A-K),https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/thumbs/2011006026(ak).jpg,,,
1955,,,,,,,,5/8/1905,Print: Photographic,"Spiral bound photo album containing 8 black and white photos from 1955, photos include:A) Photo of Nova Scotia by the sea, Atlantic with three flags scout Jamboree in NOTL in 1955B) Tents from British ColumbiaC) U. S. A. flags with tentsD) Performance stamp flags and flower bed planted with Boy Scouts are Prepared in frontE) Arber trumpet band sign and maple leaf sign and tentsF) Stand of display of U. S. and other flags and signsG) Tent with signs and treesH) Sign U. S. A. Troop ll, Region III welcomes you with 2 more signs",https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/2012005003(ah).jpg,,2012.005.003(A-H),https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/thumbs/2012005003(ah).jpg,,Boy Scout Jamboree,
1955,,,,,,,,5/8/1905,Print: Photographic,"Spiral photo album booklet with 8 black and white photos from 1955 Boy Scout Jamboree in Niagara-on-the-Lake. Photos include: A) ""Arber with flags"". New Brunswilck and tentsB) ""Arber with flags"". Unknown and picknick tablesC) Tents with clothesline with some clothesD) Tents with flags. ""Troop # l, Charlotte County N. B. and signsE) New Zealand hut with sign. ""HAERE-MAI"" with 2 boysF) Sign ""one for all- all for one"" with small tentsG) Arber with signs. Box shows Troop 7H) Two men (unknown) standing next to a sign ""Jamboree, no cars""Some of the photographs taken at the 1955 Jamboree may include negative depictions and/or mistreatment of cultures or people. These stereotypes were wrong then and are wrong now.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/2012005004(ah).jpg,,2012.005.004(A-H),https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/thumbs/2012005004(ah).jpg,,Boy Scout Jamboree,
1955,,,,,,,,5/8/1905,Print: Photographic,"Eight black and white photos of the 1955 Boy Scout Jamboree held in Niagara-on-the-Lake. The photographs include:A) Circle of Scouts on lawn near Niagara RiverB) Tents, one from the Windward Islands with flagsC) Parade of boy scout drummersD) Photo of camp groundE) Camp ground with tents and scouts and a sign ""Troop""F) Tents and scouts G) Photo of ""official"" sitting in front of a tentH) Tents 1950 car armour with sign Atlantic",https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/2012005005(ah).jpg,,2012.005.005(A-H),https://s3.amazonaws.com/pastperfectonline/images/museum_74/041/thumbs/2012005005(ah).jpg,,"Boy Scout Jamboree, Commons",
1955,,,,,,,,5/8/1905,Print:Photographic,"In 1955 the commons was covered by a field of tents when Boy Scouts from around the world converged in Niagara for the World Jamboree. This is an aerial photo of the Camp Grounds taken from the south to southwest and shows the tent camp, the stadium and the service tent.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/001/2000007.jpg,,2000.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/001/thumbs/2000007.jpg,,"Boy Scouts Jamboree, Niagara Commons, Aerial photo, Boy Scouts",
1955,,,,,,,,5/8/1905,Roster:Booklet,Voters List of the Town of Niagara for the Year 1955.Voter lists include a detail list of every person registered and eligible to vote. Including relevant information used to identify voters and assign them to a specific electoral district.The 1966 list has the names sorted by polling subdivisions.Key dates in the Ontario voter rights timeline:1884 Widows and unmarried women given the right to vote in municipal elections.1900 Federal voter rights reflect Provincial voter rights.1917 Women win the right to vote in Ontario.1960 First Nation persons gain the right to vote in Federal Elections.1970 Voting age reduced from 21 to 18 federally.1971 Voting age reduced from 21 to 18 in Ontario.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/066/9955034.jpg,,995.5.034,https://s3.amazonaws.com/pastperfectonline/images/museum_74/066/thumbs/9955034.jpg,,1955 Voters' List of the Town of Niagara,
1955,,,,,,,,5/8/1905,"Stamp, postage",This 5 cent Canada Boy Scout Jamboree Postage stamps was produced by the Bank of Nova Scotia for the 8th World Jamboree that was held in Niagara-on-the-Lake.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/075/2006022011.jpg,,2006.022.011,https://s3.amazonaws.com/pastperfectonline/images/museum_74/075/thumbs/2006022011.jpg,,"Postage Stamp, Boy Scout Jamboreemail, Bank of Nova Scotia",
1955,,,,,,,,5/8/1905,Tag:Admission,Visitor's admission tag to the 8th World Boy Scout Jamboree-Mondial.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/99103712.jpg,,991.037.12,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/99103712.jpg,,"Camping, Camp meetings, Camps8th World Jamboree-Mondial, Boy Scouts",
1955,,,,,,,,5/8/1905,Tag:Admission,Visitor's admission tag to the 8th World Jamboree-Mondial. Date 1955,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/99103713.jpg,,991.037.13,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/99103713.jpg,,"8th World Jamboree-Mondial, Boy Scouts",
1955,,,,,,,,5/8/1905,Tag:Admission,Visitor's admission tag to the 8th World Jamboree-Mondial. Date 1955,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/99103714.jpg,,991.037.14,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/99103714.jpg,,"8th World Jamboree-Mondial, Boy Scouts",
1955,,,,,,,,5/8/1905,Tag:Visitor,Visitor's admission tag to the 8th World Jamboree-Mondial. Date 1955,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/99103715.jpg,,991.037.15,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/99103715.jpg,,"8th World Jamboree-Mondial, Boy Scouts",
1955,,,,,,,,5/8/1905,pamphlet,"In this pamphlet from the Canadian National Exhibition in 1955, the Niagara Historical Society highlights the collection of Laura Secord and other items from 1812.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/081/9854518.jpg,,985.4.518,https://s3.amazonaws.com/pastperfectonline/images/museum_74/081/thumbs/9854518.jpg,,"Canadian National Exhibition, Niagara Historical Society War of 1812display",
1954,,,,,,,,5/7/1905,"Patch, Merit-Badge","A circular red felt patch with white lettering that reads ""Niagara Church League St. Marks. Pee Wee Champions 1954"". This patch was owned by Wayne Gordon of Niagara-on-the-Lake.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/2011006003.jpg,,2011.006.003,https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/thumbs/2011006003.jpg,,"St. Marks Anglican Church, Sports and Recreation",
1954,,,,,,,,5/7/1905,Painting,"Titled: ""Palatine Hill""Wood framed, oil on canvas. Artist insignia in lower right corner "" A Wyomch/Cornacehia/1954The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/2016011001.jpg,,2016.011.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/thumbs/2016011001.jpg,,"Palatine Hill, Servos Homestead",
1954,,,,,,,,5/7/1905,Drawing:Pencil Sketch,"Pencil drawing of the W. D. Miller House by J. G. Williams, dated 1954.William Duff Miller (1786-1859) was officer during the War of 1812, was the Inspector and Deputy Clerk of Crown and Pleas, and for 50 yrs he held a leadership position with St. Andrews Church. The house is located at 46 Mary Street, at the corner of Mary Street and Regent Street currently located on the property of the Piller and Post Inn. Dating from 1817 it is of modest Georgian architecture. Currently the house is used for wedding ceremonies. John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical Museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991082.jpg,,991.082,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991082.jpg,,"Miller House, Pillar and Post Inn",
1954,,,,,,,,5/7/1905,Drawing:Pencil Sketch,"Pencil drawing of the Whale Inn, Elliot House by J. G. Williams dated 1954.Also known as the Elliot-Gwynne House, it was built in 1835 by Walter Elliot as a hostel for sailors. Owned by the Elliot family for over 100 years, in 1952 the house was sold to Mrs Oppenheimer of Buffalo who started the restoration of the building. The Inn changed hands twice in the 1960's until it was sold to Mrs John Gwynne in 1972. It currently has been fully restored and is a private residence. It is a two storey clapboard home and is an excellent representation of the loyalist form. The house is located at 66 Delater Street, or at the foot of King Street. The perspective is from Queen's Royal Park looking towards the house with the Niagara River on the far left.John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991078.jpg,,991.078,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991078.jpg,,"Whale Inn, Elliot House, Elliot-Gwynne House",
1954,,,,,,,,5/7/1905,Drawing:Pencil Sketch,"Pencil Drawing of the Junior Commissariat Quarters by J. G. Williams.The Junior Commissariat Quarters is the oldest surviving building in the Butlers Barracks Complex, located near the west corner of King and John Street. It is a low verandahed cottage style building dated from 1817. The building began as a stable, then converted to a residence at the commissariat's insistance. Up to 1870 the occupants alternated between military and civilian tenants. For the next 40 years it was the commandants quarters for summer military camps, then used by the military for staff headquarters until the end of World War II. After the war it was transfered to the Town of Niagara-on-the-Lake and used by various groups up until the Korean War when it was used by the military again. In 1966 the land and the buildings were transfered to Parks Canada and has been restored, on the exterior, to it's 1852 appearances. John G. Williams was a local artist who completed many pencil and charcoal sketches of scenes in St. Catharines and Niagara-on-the-lake. Born in Brighton England, as a young man he worked as a photgrapher and a librarian. In 1911 he came to Canada, working as a photographer during the Welland Canal construction. In 1917 when work on the canal was halted due to the Great War, he began a job as a tax collector for the City of St. Catharines, a position he held until retiring in 1949. The sketches in the collection of the Niagara Historical museum we completed in the 1950's. John G. Williams died in 1960.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/991080.jpg,,991.08,https://s3.amazonaws.com/pastperfectonline/images/museum_74/020/thumbs/991080.jpg,,"Junior Commissariat Quarters, Butlers Barracks, Parks Canada",
1954,,,,,,,,5/7/1905,"Print, Photographic","1954 Niagara River Ice Jam The Niagara River is a fast-moving body of water and during the winter months it does not freeze over. However, Lake Erie, which feeds the river, does and over the years it has caused a number of major ice jams. The ice jam of 1954 was one of the worst on record with enormous ice floes coming down the river, destroying commercial docks (as seen in these images). By 1964 a ""boom"" was installed at the mouth of the Niagara River and Lake Erie that has stopped the flow of ice into the river and over the falls making the management of ice jams minimal.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/007/2011008002(ac).jpg,,2011.008.002(A-C),https://s3.amazonaws.com/pastperfectonline/images/museum_74/007/thumbs/2011008002(ac).jpg,,,
1953,,,,,,,,5/6/1905,Coin,This is a Canadian penny minted in 1953. There are two maple leaves on one side of the coin. The other side of the coin has the profile of Queen Elizabeth II.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028012.jpg,,2004.028.012,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028012.jpg,,,
1953,,,,,,,,5/6/1905,"Ribbon, Prize","1953 school ribbon for 'Field Day' at Parliament Oak. Parliament Oak School officially opened at the corner of King and Centre Street on September 12, 1948. It replaced the former one at the corner of Davy and Platoff Streets. The school's name was based on a belief that one of the sessions of the first parliament was held under a large oak tree on the property. The school opened at a cost of $191,000 and initial enrollment included 280 students, 8 teachers and a Principal, Mr. Brunton. Further additions to the building took place in 1956 (classrooms), 1966 (library, classrooms and staff room) and 1976 (the community gym and auditorium). The school closed in 2015.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/2011006033.jpg,,2011.006.033,https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/thumbs/2011006033.jpg,,"Sports and Recreation, Field Day, Parliament Oak",
